x,y,objeto_presente,lectura_ultrasonico,movimiento_direccion,movimiento_distancia,velocidad_lineal,velocidad_angular,aceleracion_lineal,aceleracion_angular,tiempo,energia_consumida,temperatura_ambiente,nivel_bateria
1,1,False,0,0.18217111461084978,0.9799692803953142,0.254502890913779,0.5892036123925021,0.7569120940171703,0.5500327539095582,0.2073850512985156,0.14300991658483575,0.05654249997178995,0.20816367194124774
1,1,False,0,0.7601078198473835,0.07258679916101562,0.5908731696000669,0.24863351171883297,0.3200667508723364,0.5279420696189183,0.9781723711992629,0.7537417831523109,0.30307523222122945,0.44910967676455216
1,2,False,0,1.1419384989932257,1.1532721401428618,0.4860909373519108,0.9229237486982622,0.5703267424227046,0.35441027955376336,0.41268683991872135,0.8360539507657159,0.8981242774525051,0.506543280928232
2,1,False,0,6.127043552602371,1.6950947805477194,0.10607576896512139,0.3924489698446496,0.7177367760793408,0.16182419020981786,0.4721307755353754,0.7642250313316464,0.28409993994453975,0.15853240978260796
1,0,True,5.249996965662134,3.8591866688886145,0.41013764165225375,0.21861155748282057,0.9373316797820007,0.9277102995169877,0.8147387228029684,0.9712890908841145,0.3714504197463814,0.8163158451570357,0.7215465579747387
1,1,False,0,1.5575926864141925,1.4109164640945357,0.7384208175459377,0.6840274437050222,0.04582067487668484,0.11452153778327989,0.8896103586247134,0.166184173957439,0.2722688695262554,0.9357314050505482
1,1,False,0,0.43110680151006237,0.3792262993096793,0.5264812936439981,0.40147093802778344,0.8360751789648019,0.27244410339094227,0.8105731946672727,0.7323259073947018,0.9845369826322939,0.23153332115795378
0,2,False,0,1.9052247561548468,1.095069712042406,0.91578427608211,0.33628320715077153,0.7497523334858813,0.06352757012039179,0.708065901580505,0.8362521435324999,0.5303210003703803,0.7757596108723531
0,2,False,0,0.3793390808030637,0.46476066769343527,0.31004380355711925,0.993142015642178,0.47144995212975405,0.41812710792720265,0.25935454803660607,0.37500563638842266,0.9982194301077683,0.4061693443632677
0,0,True,3.987438911934864,5.026540621604641,1.217159366697516,0.0877419886525137,0.11329570625423235,0.623849741756209,0.9356829425220821,0.39995486701844385,0.3609879995266808,0.817508860237821,0.6096921048783434
-1,0,True,4.145049049152258,3.674758229892047,1.78646007520373,0.9730324021280334,0.9514646580994222,0.9052529301731422,0.6052419850874133,0.5898111199127404,0.10683134526283466,0.42244661849117093,0.8365262932121551
-1,0,False,0,2.962008996060392,0.341854063185822,0.8455671970426076,0.9780691270860397,0.3736442095567525,0.7033851511309629,0.4869213301938985,0.5057134796823937,0.5236900494076674,0.18869789353830557
0,0,True,0.26455027120742214,6.244309599796311,1.1282672842767547,0.5059058538107343,0.7562270357324468,0.6819674521231883,0.05771529562594546,0.7720452607137773,0.4676157808466884,0.6803306222523792,0.3705726752527194
0,0,False,0,1.0080153378040402,1.085176606962276,0.7709249572870777,0.29267849074813035,0.9024660975052826,0.043440898010468354,0.14784512553203555,0.817255689001841,0.4205032497308471,0.4279694165211919
0,0,False,0,5.9604152534017745,0.5484474613800221,0.04441409853280953,0.38081227946202123,0.6117085188601623,0.6488259399861027,0.46877522867193433,0.9410057654979732,0.3925086865200579,0.6716430092904585
0,-1,False,0,4.929538371065279,1.4581575547743482,0.13981806684399722,0.9921940232137912,0.7845047602901527,0.1755470874309094,0.24391095622457837,0.5653938596778428,0.56089916654347,0.7677097904732683
0,0,False,0,1.7482997121185893,1.920717701359662,0.3250392189293916,0.8724204368724829,0.2668888432198654,0.9338781575193625,0.6433543397739212,0.9449151920696767,0.8652079244450461,0.44696416084774915
1,1,False,0,0.7627483526950098,1.7051532512396008,0.7679834502155594,0.5032511358056918,0.13270818815422403,0.019268450622876965,0.13494664966122616,0.13241435378938837,0.6854995535063747,0.7698236251936318
2,1,False,0,0.3064318169915117,1.9684261320799188,0.20340814830866527,0.6010789409214401,0.9066524525100657,0.9127348250106349,0.11563522747482535,0.7810000886536317,0.9315222516956327,0.5535339155714705
1,2,False,0,1.8312472771696087,1.8441538478005504,0.9991723488175551,0.8785846035140579,0.4837530856028719,0.1289800522344925,0.9562127729790216,0.4773052097068411,0.9463343875545789,0.7952500475099034
1,1,True,2.796656182104834,5.640445466133185,0.9117541948466903,0.17995356610815838,0.5449681951311115,0.3533435205678519,0.5884407564482634,0.27449554493340067,0.9464234643451674,0.8763671966537134,0.5360562998046905
0,0,False,0,3.318474048836829,0.46761609444620755,0.6404362361776037,0.07985826291276343,0.0038952454643332857,0.21791411789051174,0.3951215730104465,0.19169709638117427,0.675644985941817,0.391836133994503
1,0,True,1.0306101268240855,5.798406987143341,1.3415940489026172,0.46627760195753687,0.8244732941095313,0.5031751938966178,0.03058017877336039,0.3124189776531835,0.9936124405847799,0.9324357714405438,0.3229154770925833
1,0,True,3.7696774868358585,1.0954775201127152,1.1033735002632588,0.8503997583453037,0.9574422829832558,0.17980300366338353,0.8473537826139018,0.7455339210373654,0.7609260855030588,0.4837315650230115,0.6936421931854792
0,0,False,0,3.630879140193829,0.6186887294346517,0.03732997819684858,0.8834782421087978,0.1745550592576426,0.3111491043588783,0.5591279653644126,0.1511505993339789,0.33128587839993207,0.15558025777410767
0,0,True,4.123392940813048,2.9991451236423528,0.8165909443313342,0.29157096950846195,0.9083880027901721,0.6306215731958115,0.24695116718769894,0.32533010686275654,0.047173608786601595,0.14806813076197523,0.5567206176334214
0,0,False,0,3.6517146321429057,0.6848273916647984,0.8794790825849421,0.35396728670969524,0.22370412452300537,0.19571303326115042,0.051673560026465726,0.7818531830555626,0.5121786745003686,0.33825100788969753
-1,0,True,1.1305648090879434,3.618485570342011,1.4927464024181132,0.26164618982124055,0.4110444274770988,0.10451330242130796,0.7771305573962437,0.9767350632352669,0.018842586205719325,0.5600667376143039,0.8329182379818155
0,-1,True,5.883205795458217,5.137360895090191,1.715785192221306,0.10719108893001894,0.5373788569512247,0.18851788768337985,0.8910445767376153,0.4697608038182308,0.048712023320588216,0.038119639954613316,0.20103606063026946
0,-1,True,1.0722683525369687,3.6990892255298617,0.9603431386116448,0.8504604590314433,0.181904321011928,0.4063560661462511,0.7407417670592273,0.1880687397797961,0.6805280647099592,0.5775870703341155,0.5971503554907799
0,0,False,0,1.3290334675432216,0.7949436106945906,0.22774487851544922,0.13901113769721296,0.9611786694676422,0.46434275529492064,0.30016721696029613,0.9807366634517918,0.9912185630418748,0.8087440330033882
-1,0,False,0,3.696724560539885,1.2647422898645824,0.8160441849179849,0.7618588888435112,0.18166656069779874,0.18169775028610757,0.16504661785616037,0.721628358008998,0.9741781696855768,0.9896438127024191
-1,0,False,0,2.579131716749142,0.7368718318831147,0.354658885611035,0.28236818042964595,0.14502800350452272,0.012445252051243916,0.2619019910954885,0.6264952005082538,0.2846426591604524,0.5649639353595326
0,-1,False,0,5.479273480211995,1.5130064780014354,0.038472279813467125,0.04497001890488328,0.9166074789123699,0.6097392819556591,0.3808135522645776,0.42719203272369,0.07815935140315666,0.365581232581921
0,-1,False,0,4.065385054186041,1.0444947442201986,0.356962053538195,0.4173460038181708,0.6942550124740156,0.2631231843782236,0.042559154141772915,0.033697614754982785,0.11106787355983361,0.04788216308931059
0,0,True,4.289668450134008,3.049447483256907,0.5850467538571689,0.3464636632916184,0.26047633657156577,0.44745276571091785,0.03717694493524393,0.6445580367692126,0.12944400853576032,0.1361899908534392,0.9455752602509533
0,1,True,4.595685899183966,2.074293255622252,1.3414266505341745,0.294881729189034,0.9084139484502392,0.3796197782254779,0.5108225659645277,0.6471325681673384,0.6954973898950215,0.2467171732287683,0.25614666610492964
0,0,True,2.2820622925547562,4.492919142017566,0.44007900515993903,0.6997575862203211,0.7521054853043646,0.5485925080204346,0.3277549281634218,0.8601375401806926,0.5409757066532208,0.44539405123500797,0.7039726036986743
-1,0,False,0,3.6795641852580996,1.3438090412874049,0.9878219745370221,0.3101221371604552,0.8541034113450867,0.6111540258297687,0.49766420750386375,0.5913732270594687,0.8082497609606645,0.7183312886688874
0,0,True,4.246271090625309,5.131101298966855,0.1131142161122114,0.6858593205508845,0.17739866915734037,0.5347059826727288,0.8972750741041483,0.593320224680387,0.6197361151711683,0.34097487179608466,0.06917532209458244
-1,1,True,6.199844794740167,2.381609384802792,1.9255634632566019,0.8711945204836652,0.9950380644216601,0.04245164586854855,0.28038743667885724,0.8088475491662777,0.8919960784627469,0.5399932368121132,0.42222958155171164
0,2,True,4.26993098000184,0.9594914223280848,1.9512172811879618,0.677578163182054,0.9209485066677656,0.29908663366087573,0.5411892929531734,0.7844068090576185,0.8078052462985769,0.2691377421754241,0.08732063607775042
0,2,False,0,1.2371477947564566,0.5839480110490674,0.26163298698174575,0.8266223433247673,0.6262202113050208,0.701726230351671,0.1412382937280836,0.07998899037154827,0.5505067629101107,0.12512387625214172
0,1,False,0,5.562764122282656,0.38027082446772087,0.632818502902537,0.8195736492278369,0.4189588346274994,0.36904844848563,0.24846392853257315,0.2860116628822498,0.9094745642514525,0.04089003621943532
0,0,False,0,4.202269356206397,0.7338491673374898,0.7387670963262607,0.8940447602205498,0.13625162393653212,0.5467164641633425,0.2759752878692979,0.800413178178526,0.1943224391047189,0.9666045264912939
-1,0,False,0,3.1180401012986363,1.6318754136890286,0.7004376513967393,0.8664615553583335,0.573832971410608,0.9246147683893103,0.3852921142446022,0.38511288429444845,0.02215815179119629,0.15203483463105927
0,0,False,0,5.996789796262208,1.4537734874823884,0.8679507015127097,0.07594591685825158,0.7956447691413678,0.021852483611926377,0.6580226671498093,0.24051086754173912,0.08282673790569739,0.587422490144035
0,0,False,0,1.7639710636685622,0.908970135997343,0.3987921736446337,0.28750909425352544,0.05695265950511552,0.17012520450115065,0.24966713656330186,0.5383366255800064,0.33337546616116576,0.3310809669470336
0,0,False,0,4.914572406115519,0.6048870841024361,0.9076262136853627,0.24668920733266675,0.08644739452592609,0.5305156233784711,0.3286286592843275,0.961412351215946,0.1990590999675642,0.4144584988069837
0,0,True,1.811948145449237,1.0317664005623026,0.7173150564562789,0.3829578493699848,0.22532658388660332,0.7792514135307701,0.6632302216318958,0.6410801844776135,0.801266009659111,0.3936073939038639,0.7942228180194615
-1,-1,True,5.5524064740135675,3.825320887515672,1.7605650846747085,0.22662387873067769,0.26735094018838823,0.011966873199807826,0.790244031919789,0.2648530553252234,0.9189877902005691,0.5068344675665517,0.5180123859520777
-1,-1,True,1.732455701932892,3.6702669416961515,0.670248899379444,0.02497663572659814,0.3290860166322732,0.43917852947984837,0.9796017982668906,0.3832849819508084,0.5821493902657983,0.708512742471716,0.12741874355840754
0,-1,True,4.680532606889227,6.058905929305135,0.75206412908789,0.6080686468064554,0.17995327193790978,0.15484312383980192,0.3697901242415309,0.020724037136674145,0.11310502202523764,0.4935610910803868,0.84641426629708
0,-1,False,0,5.349019749232694,0.5453594794696064,0.6192649905806845,0.9765169860900164,0.5899138022824807,0.9292882643093034,0.012979638728026655,0.6052806987455875,0.35718386710967054,0.09514294931926026
0,-1,True,3.9391861596753754,5.5602092513059915,1.028838098035674,0.2555989685920498,0.030763338323096634,0.25653937290176976,0.5443477192949627,0.7642386642790655,0.78715720464557,0.20585816457027528,0.2149996744103131
0,0,False,0,0.48625497773632465,0.059964384128835535,0.25454084009645983,0.10844554375464721,0.00278507997604982,0.6850576408345015,0.6925502435399311,0.5342786714115999,0.647205098417574,0.6118939764241098
1,0,True,3.205897552499615,0.31167148042667026,1.8323136805220417,0.4840788884659798,0.13797706133612186,0.6675481373642704,0.09101068462577888,0.2200019933094225,0.8054936473981495,0.6840220307606767,0.175233270518784
1,0,False,0,5.227068282713361,0.7078518307818054,0.7107842715242972,0.46245860165759556,0.38066682503010496,0.34495338591201574,0.8387393133341595,0.38774955544534506,0.6083095234782868,0.9853092782193825
2,-1,False,0,5.646352309259344,1.777230773217847,0.5900929674644482,0.5246575693836993,0.7276192691212815,0.2333070277725925,0.2349306119898107,0.3058273303409633,0.9665919484903228,0.29831559597903956
3,-1,True,4.480199875123434,6.226881626219337,1.6393320766103872,0.9945038635631531,0.46255925414752197,0.7570003274565088,0.18926003980171147,0.5584143230619062,0.6727296203118791,0.21653773259542708,0.4664815548247915
2,-1,True,5.46650543006793,3.5509170230599976,0.33433926179759665,0.9582000402470006,0.8858651208178243,0.36188398912224795,0.014283106988962624,0.23600931963231697,0.22304951891312708,0.5403178016898809,0.4958114367305657
1,-2,False,0,4.631055648710778,1.11966810817655,0.3611329666708504,0.9259759759931893,0.7640258239605728,0.10048407002575799,0.08982618778444029,0.6886957391181698,0.43872921020841815,0.4982958430441755
2,-1,True,5.508639929477305,0.17048440836591566,1.8649140965583237,0.689136614355505,0.025899420907776305,0.1866230374848471,0.014757347048516833,0.8817353117646133,0.6715901062288201,0.38568875540535696,0.8973019644614875
1,0,True,4.1845980687384365,2.254401532415931,1.367826426261575,0.48798612330617686,0.7682188697262899,0.454101779355255,0.19587860579589544,0.42419566381813245,0.08857446675293634,0.4780725201585434,0.5523060075476157
0,0,False,0,2.384639295243708,0.3006138605630482,0.9259001426955907,0.08188324459946184,0.3979497309507668,0.1502877657936177,0.9366412380511302,0.4582880863791642,0.388890981795868,0.8592977898550873
0,0,False,0,0.6978528473267198,1.1957793704312858,0.16782483590683706,0.9336138681476521,0.4448468394848354,0.2844477308402543,0.7795671877040912,0.7384622760969456,0.7224202884906912,0.46964274000472683
0,0,False,0,1.2460006312498613,0.1257558881889551,0.728098038825679,0.12159478340764485,0.6391937666126802,0.4922185382848433,0.0394754734005488,0.7709537614541648,0.23093119195114709,0.6629100390536286
1,0,True,3.528372651838275,6.112785519032308,1.9290013295486026,0.2072886469355969,0.8245575023312304,0.8231090036472518,0.8683572603817382,0.45266227337706344,0.22563989772366788,0.9882571298563941,0.14276994913850827
1,1,False,0,1.012746739661068,1.7081851580879581,0.261013470870164,0.764330370799939,0.10093023962774705,0.11224386802599373,0.4204245040428717,0.5789444777816452,0.01990650817712969,0.3224209402562288
0,0,False,0,3.7146211210660813,1.82655488288479,0.9794265667478681,0.137722663197823,0.4526429201251284,0.9873308254526599,0.17328003092635558,0.11507126251292221,0.9707751570180323,0.6329946901731262
1,-1,True,4.128369116498493,5.469180911534721,1.9656355873064442,0.2454206117387675,0.41557254548082634,0.2351323902209671,0.6156675285771518,0.8416892738095348,0.6954433924235233,0.829169057349933,0.40070489152722033
1,0,True,1.8143200944897084,0.23773222840479769,0.7826397880630886,0.7533040816473395,0.17908691800953125,0.7243568772175473,0.7261517045558791,0.22293772384761212,0.28522290704432374,0.1629543301572608,0.9228253771260351
2,0,False,0,0.03316602406672327,1.43829628595916,0.6200215316161968,0.0385567008825618,0.7088065067143514,0.8096911807738834,0.4235097967038307,0.28401150563834054,0.008731997442311124,0.6867758119104986
2,0,True,4.958656528513912,1.4046045582411137,0.6738017369550038,0.9386866164532488,0.7185459764836581,0.6393550685611651,0.6964484780517859,0.5123434300540645,0.8282202379781507,0.36560907650470764,0.10004190188362727
1,0,False,0,4.26068927181899,0.8978554181991136,0.7689066113251997,0.017749492833682656,0.9185066169219933,0.45728360616984,0.114360059010431,0.22804528032169114,0.8045235294646714,0.7664831332937628
0,0,False,0,4.522365801414961,0.5585106678365868,0.9060619206638026,0.04238351424320319,0.637507328008912,0.5661224659164306,0.7461668074566878,0.8330230434279529,0.030488778515949333,0.5740655429726831
-1,0,False,0,3.8765353810772742,1.3872848942764227,0.7700400970621613,0.5688792567434533,0.6659655306012338,0.370706255701883,0.2923473425185307,0.8464021110975706,0.821158591213215,0.6179500340188457
0,1,False,0,1.2852534749935465,1.9442880229875263,0.7228908529663018,0.9383248861992928,0.41308717768106284,0.7236982607608282,0.46611931912961513,0.8599980925278977,0.07968711288615937,0.8158887035953731
0,0,False,0,5.347069228915479,0.9972122494813869,0.9970720794745388,0.9392479439961244,0.3786368798256474,0.49873258556133626,0.6820275424711382,0.16457749933229426,0.6844987562525385,0.7494258368613559
0,0,True,1.581757199920386,5.55790675764265,1.1951724198970963,0.9909727291301644,0.1569947741862705,0.3874688622071675,0.5717366060137671,0.4353502877367176,0.2625172919408957,0.590097859084385,0.7803703479835224
1,-1,False,0,5.403219185094317,1.9121599104214402,0.14043651795378198,0.5912198507334608,0.6593425143402933,0.8684901365886145,0.694458949376466,0.1662611124640473,0.5600429636599894,0.7592767969273915
0,0,True,2.6502137571558833,3.0813076231940406,0.9408258470303499,0.08338065517780224,0.6956268547610948,0.7357069176938382,0.8868184955388314,0.9027683929201716,0.0028421721207163575,0.11093650201741379,0.6767870979635222
0,0,False,0,2.8913022255881633,0.4935393487521933,0.037345095993630784,0.08101031424691618,0.24805316267422106,0.502126781816543,0.3122666103876278,0.004962890315221458,0.6105585320347804,0.1018330818468951
0,0,False,0,1.7743097817811446,0.6533177830144212,0.13603311820368724,0.9449818300297615,0.6105526646532663,0.777116172757002,0.07943046641918383,0.9835513160626408,0.556501611887445,0.4382712453111174
0,1,True,1.1415116099506957,1.805920180698864,1.1441898271160624,0.4814372151254698,0.8851753407702967,0.9639578433038085,0.49616686831904555,0.5687457351640666,0.7891728393859003,0.21210348179194305,0.3242297995501443
0,2,False,0,2.1103463912621483,1.616132446272394,0.6794348076372092,0.6482383490005942,0.965376592466531,0.9120439516759641,0.5978909913523333,0.500343933584447,0.8580090725252301,0.05612638273974779
0,1,False,0,3.8050888810100267,0.6120644698688553,0.24684958802767076,0.1634380514482281,0.25753925207115713,0.6726386203604147,0.003904221132502217,0.48709574722244875,0.8912396158777712,0.1371650529390136
-1,2,True,0,2.371856935607648,1.620160216276373,0.8238335089157754,0.0774316612845013,0.5286369892888532,0.30644940650639463,0.6110440510868789,0.4368539385957473,0.6650961877833189,0.7552643567505543
-1,0,False,0,4.497523568947389,1.1477374719404785,0.9925804640940288,0.20902056015145354,0.44721903221213577,0.619979357593179,0.057131930044786894,0.28629161209820764,0.5550392700119725,0.5439279068986473
-1,0,False,0,2.057292162341555,0.055069710109672876,0.4759727517105652,0.7107172980519272,0.12736653433930956,0.724143699876911,0.4991754151373988,0.2717421399821984,0.9472727224347709,0.10012314546045264
-2,0,True,0,3.224804075538159,1.6699396391317491,0.6025793212034162,0.3818548566954272,0.8271465582337261,0.7996405771995471,0.7835629282967047,0.8271650989446298,0.5167153542721441,0.6997234442348895
-3,-1,True,0,4.067965702470233,1.7855552736264415,0.0644198927112104,0.9319865931852878,0.6426211323094029,0.9843074646213661,0.2673362959068444,0.08807907548420035,0.43467451779978183,0.20603396036575816
-3,0,False,0,1.6262567141495385,0.36990653312820565,0.5603768831562101,0.32749821341198193,0.1118562454825921,0.7591054350456279,0.3967049443635102,0.2024608833272309,0.8966534341477985,0.5741987636709115
-2,0,False,0,5.235876340519022,0.2586320361680736,0.39622037246878294,0.06963935441915658,0.20052079054887406,0.6979979709608115,0.1835841562638818,0.1783806337415278,0.6443199572267726,0.16662118165367712
-1,0,False,0,5.522928501961218,1.0124484479371243,0.4442265440266364,0.01673999469358256,0.5417906420727847,0.30509866202439906,0.6197939863460508,0.20504302554631904,0.11422462120859289,0.1409056386839197
0,-1,True,0,5.204554415234708,1.7769398955586626,0.046626853612694696,0.642966477469675,0.8564763564311244,0.5013591504382513,0.390063035603339,0.09941097890720207,0.25246905897272787,0.05144100738616075
-1,-1,False,0,3.205212818900022,1.5743963817186537,0.5260664810339306,0.3503566408829344,0.893128994046715,0.5667431690183234,0.7868599305269327,0.24758272655659153,0.3282872311263605,0.8773086621181271
0,-2,True,0,4.991915492409721,1.9014334345362305,0.9345417905922584,0.9247306507748286,0.02518499872100366,0.6107955594090794,0.20580369001249865,0.8875781741590286,0.8318916873672596,0.31958506962061983
-1,-1,False,0,2.4558114306030605,1.5005732400652816,0.9113491733558574,0.6649069982473829,0.17749296777653578,0.9915130530652911,0.44863984006282376,0.3198729128664046,0.2641047173284925,0.8056676933810254
0,-1,True,0,5.2095339809714165,0.2805099373001412,0.6150260489411662,0.27122189931486174,0.20527926703418753,0.672805678594646,0.19008739725970514,0.4478965785299247,0.4322370744816496,0.9731336891619583
0,-1,True,0,4.253400090573693,0.7451249817920105,0.13904106312806153,0.8695239816494008,0.3328797598604265,0.5073549868138325,0.7764642395384004,0.8414987233818633,0.934740769761291,0.2510601375544085
0,0,False,0,1.0271315295852936,0.34143285922474975,0.005467796208009856,0.5443332798448159,0.8216393025299594,0.4774762914986602,0.1527753909868842,0.07118492859796077,0.5348955612645074,0.6118832750288349
0,0,False,0,1.0948177747972627,0.5166868779095553,0.3664568027129821,0.5151153734956547,0.23995848022316413,0.46507685660506015,0.2446630774346673,0.3373232018356883,0.8446336986396777,0.10020864183467615
1,0,True,0,0.2556998273242935,1.4295890305075862,0.4395415040600028,0.5987062462266063,0.8130534507976955,0.1876998193464281,0.7845761765189733,0.18155007239288246,0.1287416669231507,0.3141622367571174
1,1,True,0,1.2060108379642003,1.5723617266905698,0.8993696075584517,0.10960927185937741,0.6163580444563128,0.5988428198569831,0.6081740962044886,0.678416442208883,0.22538727922875657,0.95744452474156
0,1,False,0,2.949217189305918,1.9729047068151322,0.16860598618606049,0.5199740787683467,0.9259711742096168,0.6692520985421125,0.4636798569458759,0.4112356204466072,0.8748403641965623,0.3692073998238886
0,0,False,0,5.459108471855955,0.1765926647645948,0.7893157227756779,0.39237739231901403,0.5598113805727455,0.1460372996625261,0.13167104412291963,0.44285626944390266,0.2724444085948987,0.3051230719742586
0,1,True,0,1.7690724683937802,1.5368099415491987,0.5313569885045556,0.1293558920085418,0.16988818149993534,0.5582100358539481,0.011419913038696494,0.19181446974527405,0.6488879913927758,0.6921423319522088
0,1,True,0,1.7012340897884728,0.9987387147073472,0.9081433734118078,0.5093775150574451,0.25380775396986377,0.33405193181359083,0.39388637232680124,0.754384934231439,0.3403188858515006,0.6763263279875055
0,1,True,0,2.5566829809806206,1.0963193513831728,0.3773840016157708,0.4676139746509326,0.0706299429540842,0.05553244887539566,0.9325549214982338,0.13913277505150579,0.1590834244831495,0.8750697628366021
0,1,False,0,1.1825790113674655,0.2619531276825666,0.5617966394327639,0.6730118967252003,0.6088771986908583,0.9309611764287123,0.2688565720689472,0.32323964831497476,0.6366716304010192,0.6234480175247447
-1,0,True,0,4.045519449614559,1.6235749214967494,0.27321262327873785,0.5296115676972659,0.541817867901723,0.8144204666655075,0.9835744218345898,0.8640427307347893,0.703323528299258,0.6628271251553074
0,1,True,0,1.171408391530261,1.4318938530180207,0.9548889002243391,0.449462182224172,0.21832166956355648,0.9846738140355995,0.5641160980583091,0.9414641103267313,0.9590537334183054,0.4386389946589314
0,2,False,0,2.0563429655788292,1.8212289553962848,0.9851593722133,0.6832727569896949,0.703370158202606,0.7184145627360287,0.6630006171558531,0.9629471577556797,0.5463739607277575,0.19010277228952788
0,0,True,0,4.618483987770906,1.0147719462546427,0.2499612873138437,0.2040783381689324,0.6666452438089626,0.6286333262323401,0.031708637408739304,0.5968513483010868,0.04207363371477313,0.5515489762404903
0,0,False,0,4.069174699669976,1.0375351873897956,0.42668817876036025,0.02984114690111661,0.12149727557880363,0.630530642185355,0.5825719268856984,0.04145809394390576,0.6874771660600519,0.9375357155935151
0,0,True,0,4.764441693210405,0.5089021351118799,0.1358763078352806,0.9319293890804219,0.37216954785292633,0.8814248530715738,0.378594594040645,0.3279965369019775,0.1457663813919663,0.25567890192839693
0,0,False,0,2.1409676221123104,0.9227342625004302,0.1416768652070043,0.2036433632307404,0.2406915935848699,0.9271337366212743,0.08519407207416974,0.764964227440621,0.07634108237313231,0.9690276650497894
0,0,True,0,1.9777246615841937,0.6060934601371817,0.5330712500882905,0.2273447830152654,0.5520623623228403,0.27099766977982764,0.5617810297501524,0.6932588919918891,0.9068210920605734,0.6722668550547525
0,0,False,0,4.871529746570766,0.42210872355051987,0.9540608868118365,0.6081654620207909,0.051182589104012965,0.9555193542939623,0.8100334169726652,0.7373614819497328,0.3341818939788257,0.911086087864129
0,0,True,0,4.2202495758916,1.0986424594451891,0.3775203905367982,0.9230529067766413,0.3717690715676597,0.3265432867878908,0.057330218411525524,0.9173615231386371,0.41947143263641773,0.5309076461697759
0,0,False,0,3.992052672827837,1.2121304897148601,0.23355990076662958,0.3334048923411159,0.07466139388795656,0.6256661673157488,0.18506903882398962,0.8304705756654632,0.7050729883477369,0.5244716883487195
1,0,True,0,6.256181468782341,1.5404201230065666,0.5840902101326813,0.3074939754532168,0.9618983474523298,0.1771600481745439,0.011471862756054385,0.14659435514086772,0.9034117603653988,0.8696341526388407
0,0,True,0,3.402865359791229,0.5710131951716637,0.6219372351356511,0.4179340614335204,0.6228574878882117,0.6510017486392984,0.3627994470061109,0.6069728267648794,0.01262115617804438,0.5360158754063493
0,0,False,0,2.264186037681191,0.15261002685927116,0.7244604060366465,0.44534708714716076,0.5764505222666977,0.22976393901505265,0.7033038596372228,0.23951568110608434,0.10122879197098478,0.9314414366635076
0,0,False,0,5.860964272200437,0.14803556138324536,0.6939760642329447,0.548071246813211,0.2257483400791216,0.3151505116139315,0.7012696908922943,0.13457033121447182,0.06670432953381089,0.3921967587246431
0,-1,True,0,4.681086788455078,1.009170635523484,0.23125311796964831,0.7347279184317623,0.7464043584198264,0.30883273441255055,0.979508682667932,0.6266541364154948,0.5774226725076022,0.7730185506453653
-1,0,False,0,2.829932544868361,1.1576172495732033,0.26840823437453487,0.3622492922708318,0.8333797702842863,0.6796533623333797,0.7409347084179098,0.8322736271103118,0.8045573362046382,0.10399702195201943
-2,0,False,0,3.4118227112701613,1.3498239432696206,0.2804431489745036,0.9464269841451458,0.12179546579784017,0.03289451452263459,0.5124971797868751,0.514159708459994,0.044373728868092654,0.6757475056985331
